color,director_name,num_critic_for_reviews,duration,director_facebook_likes,actor_3_facebook_likes,actor_2_name,actor_1_facebook_likes,gross,genres,actor_1_name,movie_title,num_voted_users,cast_total_facebook_likes,actor_3_name,country,budget,actor_2_facebook_likes,imdb_score,aspect_ratio,movie_facebook_likes,title_year,gross_inflation,,,,
Color,Matthew Vaughn,228,127,905,271,David Kelly,15000,38345403,Adventure,Henry Cavill,Stardust,212085,16034,Nathaniel Parker,UK,70000000,588,7.7,2.35,15000,2007,47280679.72,,,,
Color,David Slade,304,113,171,63,Mark Rendall,430,39568996,Horror,Danny Huston,30 Days of Night,138435,814,Megan Franich,USA,32000000,72,6.6,2.35,0,2007,48789395.35,,,,
Color,Xavier Gens,193,94,87,280,Dougray Scott,866,39687528,Action,Henry Ian Cusick,Hitman,140780,2124,Ulrich Thomsen,France,24000000,794,6.3,2.35,0,2007,48935547.77,,,,
Color,Jason Friedberg,112,93,82,729,Carmen Electra,926,39737645,Adventure,David Carradine,Epic Movie,89687,4293,Fred Willard,USA,20000000,869,2.3,1.85,0,2007,48997343.07,,,,
Color,Paul Thomas Anderson,398,158,0,104,Paul F. Tompkins,272,40218903,Drama,Jim Meskimen,There Will Be Blood,372990,533,Kevin Breznahan,USA,25000000,111,8.1,2.35,16000,2007,49590744.2,,,,
Color,Colin Strause,211,102,25,473,Johnny Lewis,1000,41797066,Action,Sam Trammell,Aliens vs. Predator: Requiem,92789,4324,Ian Whyte,USA,40000000,741,4.7,2.35,0,2007,51536652.02,,,,
Color,Michael Lehmann,110,102,36,433,Stephen Collins,747,42640890,Comedy,Colin Ferguson,Because I Said So,32412,1930,Tom Everett Scott,USA,,452,5.6,1.85,0,2007,52577104.57,,,,
Color,Scott Hicks,171,104,96,559,Lily Rabe,943,43097652,Comedy,Zoë Kravitz,No Reservations,59068,3497,Bob Balaban,USA,28000000,763,6.3,2.35,0,2007,53140301.61,,,,
Color,Ken Kwapis,120,91,42,766,Christine Taylor,49000,43792641,Comedy,Robin Williams,License to Wed,32157,52566,Mindy Kaling,USA,35000000,838,5.3,2.35,913,2007,53997237.51,,,,
Color,Antoine Fuqua,198,124,845,295,Ned Beatty,650,46975183,Action,Tate Donovan,Shooter,256213,1640,Louis Ferreira,USA,61000000,467,7.2,2.35,0,2007,57921378.01,,,,
Color,Peter Berg,234,110,532,461,Frances Fisher,3000,47456450,Action,Jennifer Garner,The Kingdom,101386,5187,Tim McGraw,USA,70000000,638,7.1,2.35,0,2007,58514790.24,,,,
Color,Mennan Yapo,184,96,9,107,Amber Valletta,826,47852604,Drama,Nia Long,Premonition,62364,1825,Marc Macaulay,USA,20000000,626,5.9,2.35,0,2007,59003256.36,,,,
Color,Tony Gilroy,299,119,209,521,Denis O'Hare,1000,49024969,Crime,Tom Wilkinson,Michael Clayton,133367,3284,Sydney Pollack,USA,25000000,896,7.3,2.35,0,2007,60448806.8,,,,
Color,Preston A. Whitmore II,37,117,17,912,Chris Brown,1000,49121934,Comedy,Mekhi Phifer,This Christmas,6528,6554,Loretta Devine,USA,13000000,997,6.1,2.35,0,2007,60568366.66,,,,
Color,Marc Lawrence,175,95,30,664,Scott Porter,799,50562555,Comedy,Brad Garrett,Music and Lyrics,81334,2787,Haley Bennett,USA,,690,6.5,1.85,0,2007,62344682.33,,,,
Color,Russell Mulcahy,216,94,85,443,Mike Epps,14000,50648679,Action,Milla Jovovich,Resident Evil: Extinction,149549,16225,James Tumminia,France,45000000,706,6.3,2.35,0,2007,62450875.01,,,,
Color,Joe Wright,316,123,456,286,Alfie Allen,19000,50921738,Drama,Benedict Cumberbatch,Atonement,192930,20499,Brenda Blethyn,UK,30000000,1000,7.8,1.85,12000,2007,62787562.44,,,,
Color,James Mangold,295,122,446,600,Logan Lerman,23000,53574088,Adventure,Christian Bale,3:10 to Yuma,237872,33548,Gretchen Mol,USA,55000000,8000,7.8,2.35,0,2007,66057965.18,,,,
Color,Richard LaGravenese,131,126,98,37,Harry Connick Jr.,18000,53680848,Drama,Gerard Butler,P.S. I Love You,167967,18726,Nellie McKay,USA,30000000,631,7.1,1.85,20000,2007,66189602.48,,,,
Color,Kevin Munroe,191,87,14,691,Sarah Michelle Gellar,11000,54132596,Action,Chris Evans,TMNT,53786,16571,Mako,Hong Kong,34000000,4000,6.3,2.35,0,2007,66746617.16,,,,
Color,Tyler Perry,41,113,0,607,Tasha Smith,2000,55184721,Comedy,Michael Jai White,Why Did I Get Married?,9811,6510,Lamman Rucker,USA,15000000,721,5.6,1.85,1000,2007,68043909.18,,,,
Color,Ash Brannon,154,85,9,970,Zooey Deschanel,12000,58867694,Animation,Jeff Bridges,Surf's Up,54077,25590,Jon Heder,USA,100000000,11000,6.8,1.85,0,2007,72585091.52,,,,
Color,Sylvain White,86,109,41,748,Laz Alonso,997,61356221,Drama,Chris Brown,Stomp the Yard,19505,3544,Harry Lennix,USA,14000000,826,5.2,2.35,0,2007,75653497.08,,,,
Color,Darren Lynn Bousman,190,96,163,448,Shawnee Smith,723,63270259,Horror,Costas Mandylor,Saw IV,111087,3492,Angus Macfadyen,USA,10000000,651,5.9,1.85,0,2007,78013545.76,,,,
Color,Mike Nichols,269,102,0,15000,Tom Hanks,22000,66636385,Biography,Philip Seymour Hoffman,Charlie Wilson's War,88451,60646,Jud Tylor,USA,75000000,15000,7.1,1.85,0,2007,82164049.16,,,,
Color,Chris Weitz,251,113,129,1000,Eva Green,16000,70083519,Adventure,Christopher Lee,The Golden Compass,149019,24106,Kristin Scott Thomas,USA,180000000,6000,6.1,2.35,0,2007,86414437.1,,,,
Color,Mikael Håfström,314,114,101,23,Kim Thomson,129,71975611,Fantasy,Drew Powell,1408,209396,214,Alexandra Silber,USA,25000000,25,6.8,2.35,11000,2007,88747425.9,,,,
Color,Ethan Coen,488,122,1000,883,Stephen Root,2000,74273505,Crime,Kelly Macdonald,No Country for Old Men,612060,4738,Barry Corbin,USA,25000000,939,8.1,2.35,21000,2007,91580777.01,,,,
Color,D.J. Caruso,253,105,154,502,Aaron Yoo,884,80050171,Drama,Sarah Roemer,Disturbia,186982,2288,Jose Pablo Cantillo,USA,20000000,617,6.9,1.85,0,2007,98703526.38,,,,
Color,D.J. Caruso,253,105,154,501,Aaron Yoo,884,80050171,Drama,Sarah Roemer,Disturbia,186984,2287,Jose Pablo Cantillo,USA,20000000,617,6.9,1.85,0,2007,98703526.38,,,,
Color,Robert Zemeckis,287,115,0,964,Anthony Hopkins,18000,82161969,Action,Robin Wright,Beowulf,142440,31523,Sebastian Roché,USA,150000000,12000,6.3,2.35,3000,2007,101307417.3,,,,
Color,Gabor Csupo,181,96,47,3000,Zooey Deschanel,14000,82234139,Adventure,Josh Hutcherson,Bridge to Terabithia,110390,28071,Bailee Madison,USA,17000000,11000,7.2,1.85,6000,2007,101396404.4,,,,
Color,Andy Fickman,112,110,99,835,Kyra Sedgwick,12000,90636983,Comedy,Dwayne Johnson,The Game Plan,44021,15170,Madison Pettis,USA,22000000,941,6.2,2.35,0,2007,111757285.9,,,,
Color,Rob Reiner,207,97,0,760,Noel Gugliemi,11000,93452056,Adventure,Morgan Freeman,The Bucket List,184795,14868,Sean Hayes,USA,45000000,2000,7.4,1.85,22000,2007,115228329.4,,,,
Color,Tom Shadyac,186,96,293,7000,Morgan Freeman,87000,100289690,Comedy,Jimmy Bennett,Evan Almighty,115099,108016,Steve Carell,USA,175000000,11000,5.4,2.35,2000,2007,123659274.4,,,,
Color,Oren Peli,409,84,110,21,Ashley Palmer,189,107917283,Horror,Micah Sloat,Paranormal Activity,184824,330,Amber Armstrong,USA,15000,109,6.3,1.85,12000,2007,133064255.3,,,,
Color,Mark Steven Johnson,276,123,160,402,Matt Long,12000,115802596,Action,Nicolas Cage,Ghost Rider,182661,14017,Peter Fonda,USA,110000000,701,5.2,2.35,0,2007,142787010.3,,,,
Color,Steven Soderbergh,238,122,0,11000,Matt Damon,14000,117144465,Crime,Al Pacino,Ocean's Thirteen,256928,43499,Brad Pitt,USA,85000000,13000,6.9,2.35,0,2007,144441562.7,,,,
Color,Josh Gordon,191,93,8,970,Amy Poehler,8000,118153533,Comedy,Will Ferrell,Blades of Glory,129995,13232,Jon Heder,USA,61000000,1000,6.3,1.85,0,2007,145685764.5,,,,
Color,Adam Shankman,219,117,163,260,Elijah Kelley,719,118823091,Comedy,Jerry Stiller,Hairspray,98693,1673,Paul Dooley,USA,75000000,339,6.7,2.35,0,2007,146511343.5,,,,
Color,Greg Mottola,256,119,99,778,Joe Lo Truglio,15000,121463226,Comedy,Emma Stone,Superbad,422606,17584,Kevin Corrigan,USA,20000000,833,7.6,1.85,0,2007,149766684.8,,,,
Color,Steve Hickner,194,91,58,826,Oprah Winfrey,2000,126597121,Adventure,Matthew Broderick,Bee Movie,105902,6576,Rip Torn,USA,150000000,852,6.2,1.85,0,2007,156096884.2,,,,
Color,Kevin Lima,222,107,36,118,Teala Dunn,283,127706877,Animation,Jeff Bennett,Enchanted,142496,662,Fred Tatasciore,USA,85000000,142,7.1,2.35,0,2007,157465236.4,,,,
Color,Ridley Scott,300,176,0,561,Ruby Dee,18000,130127620,Biography,Denzel Washington,American Gangster,324671,20354,RZA,USA,100000000,782,7.8,1.85,0,2007,160450062.9,,,,
Color,Tim Story,262,92,167,702,Ioan Gruffudd,11000,131920333,Action,Chris Evans,Fantastic 4: Rise of the Silver Surfer,213275,15302,Andre Braugher,USA,130000000,2000,5.6,2.35,0,2007,162660515.4,,,,
Color,Len Wiseman,354,129,235,297,Jonathan Sadowski,13000,134520804,Action,Bruce Willis,Live Free or Die Hard,336235,13961,Cyril Raffaelli,USA,110000000,300,7.2,2.35,0,2007,165866950.2,,,,
Color,Brett Ratner,162,91,420,173,Dana Ivey,268,140080850,Action,Tzi Ma,Rush Hour 3,121084,1125,Noémie Lenoir,USA,140000000,268,6.2,2.35,0,2007,172722602.6,,,,
Color,Jason Reitman,387,96,655,973,Jennifer Garner,24000,143492840,Comedy,J.K. Simmons,Juno,414335,28817,Rainn Wilson,USA,7500000,3000,7.5,1.85,10000,2007,176929657.3,,,,
Color,Jason Reitman,387,96,655,973,Jennifer Garner,24000,143492840,Comedy,J.K. Simmons,Juno,414345,28817,Rainn Wilson,USA,7500000,3000,7.5,1.85,10000,2007,176929657.3,,,,
Color,Judd Apatow,251,133,0,529,Martin Starr,11000,148734225,Comedy,Harold Ramis,Knocked Up,298590,12874,Charlyne Yi,USA,30000000,985,7,1.85,0,2007,183392394,,,,
Color,Walt Becker,177,100,12,311,Tichina Arnold,419,168213584,Action,Jill Hennessy,Wild Hogs,99989,1412,Drew Sidora,USA,,330,5.9,2.35,0,2007,207410849,,,,
Color,David Silverman,299,87,30,433,Yeardley Smith,745,183132370,Adventure,Albert Brooks,The Simpsons Movie,259083,3086,Marcia Wallace,USA,75000000,440,7.4,2.35,0,2007,225806022.5,,,,
Color,Brad Bird,318,111,663,954,John Ratzenberger,1000,206435493,Animation,Janeane Garofalo,Ratatouille,473887,4764,Brian Dennehy,USA,150000000,1000,8,2.35,10000,2007,254539258,,,,
Color,Tim Hill,131,92,25,639,Beth Riesgraf,1000,217326336,Animation,Jesse McCartney,Alvin and the Chipmunks,57276,2847,Matthew Gray Gubler,USA,60000000,718,5.2,1.85,0,2007,267967894,,,,
Color,Paul Greengrass,329,115,521,883,Edgar Ram�rez,13000,227137090,Action,Matt Damon,The Bourne Ultimatum,491077,17369,Albert Finney,USA,110000000,897,8.1,2.35,0,2007,280064757.8,,,,
Color,Francis Lawrence,323,104,508,558,Alice Braga,10000,256386216,Drama,Will Smith,I Am Legend,530870,13076,Willow Smith,USA,150000000,1000,7.2,2.35,11000,2007,316129538.8,,,,
Color,David Yates,329,138,282,687,Daniel Radcliffe,21000,292000866,Adventure,Robert Pattinson,Harry Potter and the Order of the Phoenix,355137,33433,Fiona Shaw,UK,150000000,11000,7.5,2.35,0,2007,360043143.2,,,,
Color,Gore Verbinski,302,169,563,1000,Orlando Bloom,40000,309404152,Action,Johnny Depp,Pirates of the Caribbean: At World's End,471220,48350,Jack Davenport,USA,300000000,5000,7.1,2.35,0,2007,381501756.9,,,,
Color,Michael Bay,396,144,0,581,Michael O'Neill,662,318759914,Action,Zack Ward,Transformers,513158,2333,Kevin Dunn,USA,150000000,599,7.1,2.35,8000,2007,393037606.1,,,,
Color,Chris Miller,227,93,50,692,Eric Idle,3000,320706665,Adventure,Justin Timberlake,Shrek the Third,211971,4705,Rupert Everett,USA,160000000,795,6.1,1.85,0,2007,395437990.6,,,,
Color,Sam Raimi,392,156,0,4000,James Franco,24000,336530303,Action,J.K. Simmons,Spider-Man 3,383056,46055,Kirsten Dunst,USA,258000000,11000,6.2,2.35,0,2007,414948865.5,,,,
Color,Sam Raimi,392,156,0,4000,James Franco,24000,336530303,Action,J.K. Simmons,Spider-Man 3,383071,46055,Kirsten Dunst,USA,258000000,11000,6.2,2.35,0,2007,414948865.5,,,,
Color,Greg Marcks,68,85,9,407,Barbara Hershey,861,,Comedy,Henry Thomas,11:14,38273,2200,Shawn Hatosy,USA,6000000,618,7.2,1.85,0,2007,0,,,,
Color,David Hewlett,8,88,686,405,David Hewlett,847,,Comedy,Christopher Judge,A Dog's Breakfast,3262,2364,Paul McGillion,Canada,120000,686,7,1.78,377,2007,0,,,,
Color,David Hewlett,8,88,686,405,David Hewlett,847,,Comedy,Christopher Judge,A Dog's Breakfast,3262,2364,Paul McGillion,Canada,120000,686,7,1.78,377,2007,0,,,,
Color,Leonard Farlinger,8,89,0,413,Gary Farmer,584,,Western,Keith Carradine,All Hat,436,2668,Stephen McHattie,Canada,5000000,580,5.3,2.35,31,2007,0,,,,
Color,Richard Schenkman,6,90,29,558,Mike Colter,1000,,Comedy,Vanessa Williams,And Then Came Love,443,2504,Eartha Kitt,USA,989000,569,4.8,,42,2007,0,,,,
Color,Peter Flinth,34,270,5,292,Michael Nyqvist,908,,Action,Gustaf Skarsgård,Arn: The Knight Templar,18041,2762,Vincent Perez,Sweden,25000000,690,6.6,2.35,0,2007,0,,,,
Color,Dan Reed,61,80,3,140,Adam Rayner,798,,Thriller,Danny Dyer,Closure,5747,1401,Ralph Brown,UK,1800000,279,5.6,1.85,246,2007,0,,,,
Color,Kenny Ortega,57,98,197,578,Corbin Bleu,755,,Comedy,Lucas Grabeel,High School Musical,59254,2553,Olesya Rulin,USA,4200000,632,5.2,1.33,0,2007,0,,,,
Color,Jon Knautz,95,90,10,42,Daniel Kash,371,,Action,Rachel Skarsten,Jack Brooks: Monster Slayer,5187,558,Stefanie Drummond,Canada,2500000,52,6,1.85,870,2007,0,,,,
Color,Jason Naumann,,35,2,152,Kate Flannery,338,,Comedy,Victoria Jackson,Jesus People,31,968,Tim Bagley,USA,,219,6.9,,0,2007,0,,,,
Color,Vic Sarin,17,116,24,46,Jesse Moss,183,,Drama,Jimi Mistry,Partition,2223,428,John Light,Canada,10000000,136,7,2.35,746,2007,0,,,,
Color,Edward Burns,6,103,0,183,Rosemarie DeWitt,650,,Comedy,Debra Messing,Purple Violets,2727,1585,Peter Jacobson,USA,4000000,536,6.6,1.85,296,2007,0,,,,
Color,Jeff Crook,8,90,5,372,Mario Cimarro,601,,Action,Nicholas Gonzalez,Rockaway,355,2395,Ricardo Chavira,USA,2000000,453,4.6,2.35,44,2007,0,,,,
Color,Mike Barker,29,98,5,716,Nicholas Lea,18000,,Crime,Gerard Butler,Shattered,25450,20472,Callum Rennie,UK,20000000,867,6.7,2.35,0,2007,0,,,,
Color,Michael Moore,27,102,909,119,Eddie Vedder,909,,Documentary,Michael Moore,Slacker Uprising,2242,1674,Steve Earle,USA,2000000,562,5.3,,69,2007,0,,,,
Color,Oliver Parker,56,100,32,621,Rupert Everett,785,,Comedy,Lily Cole,St. Trinian's,18220,3135,Tamsin Egerton,UK,13500000,692,5.8,1.85,0,2007,0,,,,
Color,Tony Krantz,53,113,15,491,Tom Cavanagh,647,,Horror,George Newbern,Sublime,6267,2439,Cas Anvar,USA,1800000,642,5.3,2.35,368,2007,0,,,,
Color,Bille August,46,118,55,11,Patrick Lyster,113,,Biography,Terry Pheto,The Color of Freedom,10175,143,Tyrone Keogh,Germany,30000000,11,7.1,2.35,0,2007,0,,,,
Color,John Herzfeld,30,97,17,1000,Olivia Wilde,23000,,Action,Paul Walker,The Death and Life of Bobby Z,12078,37457,Jason Flemyng,USA,22000000,10000,5.9,2.35,0,2007,0,,,,
Color,Richard Schenkman,66,87,29,131,John Billingsley,505,,Drama,William Katt,The Man from Earth,129799,1181,David Lee Smith,USA,200000,323,8,1.78,46000,2007,0,,,,
Color,Jane Clark,,7,23,51,Traci Dinwiddie,344,,Romance,Necar Zadegan,The Touch,118,726,Elea Oberon,USA,13000,281,5.2,1.85,30,2007,0,,,,
Color,Tony Giglio,66,100,6,209,Nick Searcy,331,,Horror,Brianna Brown,Timber Falls,5012,1082,Beth Broderick,USA,2600000,272,5.3,1.85,254,2007,0,,,,
 Black and White,Ivan Kavanagh,12,83,18,0,Michael Parle,10,,Horror,Patrick O'Donnell,Tin Can Man,57,15,Emma Eliza Regan,Ireland,10000,5,6.7,1.33,105,2007,0,,,,
Color,David Leland,21,97,2,217,Ryan Cartwright,4000,,Adventure,Hayden Christensen,Virgin Territory,6691,4900,David Walliams,Italy,38000000,476,4.8,1.85,366,2007,0,,,,
Color,Patrick Lussier,62,99,71,126,Craig Fairbrass,298,,Drama,Teryl Rothery,White Noise 2: The Light,11285,934,Adrian Holmes,USA,10000000,258,5.7,2.35,509,2007,0,,,,
Color,Bruce McDonald,178,95,49,57,Georgina Reilly,413,3478,Fantasy,Stephen McHattie,Pontypool,22212,721,Boyd Banks,Canada,1500000,98,6.7,2.35,0,2008,4129.877642,,,,
Color,Álex de la Iglesia,71,104,275,102,Leonor Watling,439,3607,Crime,Jim Carter,The Oxford Murders,22753,940,Danny Sapani,Spain,10000000,161,6.1,2.35,0,2008,4283.055968,,,,
Color,Ralph Ziman,30,119,5,12,Kenneth Nkosi,29,4958,Action,Rapulana Seiphemo,Gangster's Paradise: Jerusalema,9689,86,Robert Hobbs,South Africa,2000000,18,7.8,2.35,1000,2008,5887.272384,,,,
Color,James Watkins,161,91,43,418,Jack O'Connell,13000,5824,Horror,Michael Fassbender,Eden Lake,57811,14561,Lorraine Stanley,UK,,698,6.8,2.35,0,2008,6915.585793,,,,
Color,Marianna Palka,38,86,123,782,Martin Starr,3000,15542,Comedy,Bryce Dallas Howard,Good Dick,6689,7144,Jason Ritter,USA,,985,6.5,1.85,0,2008,18455.01964,,,,
Color,Oliver Blackburn,114,99,4,201,Nichola Burley,1000,18378,Crime,Julian Morris,Donkey Punch,9376,1558,Tom Burke,UK,900000,233,5.2,1.85,0,2008,21822.56794,,,,
Color,Vicente Amorim,67,92,6,227,Jodie Whittaker,10000,23091,Drama,Viggo Mortensen,Good,5664,11091,Steven Mackintosh,UK,15000000,304,6.2,2.35,921,2008,27418.92025,,,,
Color,S.R. Bindler,26,85,0,499,Scott Glenn,11000,36497,Comedy,Matthew McConaughey,"Surfer, Dude",7367,14599,Sarah Wright,USA,6000000,826,4.7,1.85,850,2008,43337.59181,,,,
Color,James Mottern,46,90,7,711,Joey Lauren Adams,87000,52166,Drama,Jimmy Bennett,Trucker,2792,89263,Matthew Lawrence,USA,2000000,781,6.7,2.35,371,2008,61943.41492,,,,
Color,Jugal Hansraj,6,93,32,24,Sanjay Mishra,532,55202,Animation,Saif Ali Khan,Roadside Romeo,922,653,Javed Jaffrey,India,,85,5.3,2.35,39,2008,65548.449,,,,
Color,Ryûhei Kitamura,177,103,129,1000,Brooke Shields,14000,73548,Fantasy,Bradley Cooper,The Midnight Meat Train,47574,18639,Leslie Bibb,USA,15000000,1000,6.1,2.35,0,2008,87333.01921,,,,
Color,Alex Rivera,47,90,8,35,Jacob Vargas,426,75727,Drama,Leonor Varela,Sleep Dealer,5699,862,Tenoch Huerta,USA,2500000,399,5.9,1.85,0,2008,89920.42674,,,,
Color,Tony Jaa,110,110,0,7,Petchtai Wongkamlao,64,102055,Action,Nirut Sirichanya,Ong-bak 2,24570,134,Sarunyu Wongkrachang,Thailand,300000000,45,6.2,2.35,0,2008,121183.0543,,,,
Color,Nicolas Winding Refn,225,92,0,146,James Lance,27000,104792,Action,Tom Hardy,Bronson,84817,27507,Matt King,UK,,161,7.1,1.85,22000,2008,124433.0471,,,,
Color,Marc Schölermann,79,95,3,448,Larry Drake,905,108662,Crime,John de Lancie,Pathology,26849,3185,Johnny Whitworth,USA,8000000,513,6,2.35,3000,2008,129028.3969,,,,
Color,James Dodson,22,106,8,315,Anupam Kher,611,115504,Comedy,Larry Miller,The Other End of the Line,4820,1739,Shriya Saran,UK,14000000,397,6.2,2.35,0,2008,137152.7853,,,,
Color,Nicholas Fackler,27,90,6,940,Ellen Burstyn,3000,124720,Drama,Adam Scott,"Lovely, Still",1560,4987,Martin Landau,USA,5000000,1000,7.3,1.85,777,2008,148096.1298,,,,
Color,Jee-woon Kim,152,135,419,7,Woo-sung Jung,398,128486,Action,Kang-ho Song,"The Good, the Bad, the Weird",26156,569,Dal-su Oh,South Korea,10000000,149,7.3,2.35,0,2008,152567.987,,,,
Color,Jay Duplass,93,84,157,98,Jennifer Lafleur,962,140016,Comedy,Greta Gerwig,Baghead,3507,2016,Elise Muller,USA,,873,6,1.85,443,2008,166259.042,,,,
Color,Darren Lynn Bousman,147,150,163,636,Paris Hilton,2000,140244,Horror,Alexa PenaVega,Repo! The Genetic Opera,20419,4168,Paul Sorvino,USA,8500000,716,6.7,1.85,8000,2008,166529.7757,,,,
Color,William Dear,16,94,50,422,Corbin Bleu,835,140987,Drama,Madison Pettis,Free Style,361,2519,Sandra Echeverr�a,Canada,,632,4.2,1.85,58,2008,167412.0354,,,,
Color,Ole Christian Madsen,80,45,28,104,Thure Lindhardt,573,145109,Drama,Lars Mikkelsen,Flame and Citron,14247,1098,Christian Berkel,Denmark,45000000,197,7.3,2.35,0,2008,172306.6172,,,,
Color,Joshua Tickell,14,112,9,125,Sheryl Crow,860,173783,Documentary,Larry David,Fuel,578,1252,George W. Bush,USA,2500000,130,7.6,1.85,588,2008,206354.9529,,,,
Color,Neil Burger,57,115,168,322,Katherine LaNasa,697,183088,Comedy,John Heard,The Lucky Ones,11704,2243,Mark L. Young,USA,15000000,329,7,1.85,702,2008,217403.9787,,,,
Color,Stephen Chow,83,86,0,3,Yuqi Zhang,46,206678,Comedy,Jiao Xu,CJ7,11391,82,Chi Chung Lam,Hong Kong,,33,6.5,2.35,1000,2008,245415.4259,,,,
Color,Justin Dillon,7,86,0,15,Natasha Bedingfield,178,215185,Documentary,Matisyahu,Call + Response,48,279,Madeleine Albright,USA,200000,58,7.5,,26,2008,255516.8834,,,,
Color,Errol Morris,121,118,239,0,Megan Ambuhl Graner,6,228830,Crime,Jeffrey Frost,Standard Operating Procedure,3329,6,Ken Davis,USA,,0,7.5,2.35,489,2008,271719.3505,,,,
Color,Udayan Prasad,60,102,4,882,Eddie Redmayne,17000,317040,Drama,Kristen Stewart,The Yellow Handkerchief,6723,30978,William Hurt,USA,15500000,13000,6.8,2.35,1000,2008,376462.4519,,,,
Color,Uli Edel,160,184,34,155,Alexandra Maria Lara,486,476270,Action,Moritz Bleibtreu,The Baader Meinhof Complex,29602,1601,Martina Gedeck,Germany,20000000,471,7.4,1.85,0,2008,565536.7523,,,,
Color,Marc F. Adler,41,94,0,379,Anne Bancroft,795,511920,Adventure,Eric Idle,Delgo,2458,2449,Kelly Ripa,USA,40000000,754,4.4,1.85,211,2008,607868.5919,,,,
Color,Martin Koolhoven,111,103,12,19,Tygo Gernandt,163,542860,Drama,Yorick van Wageningen,Winter in Wartime,9230,219,Martijn Lakemeier,Netherlands,4000000,20,7.1,2.35,0,2008,644607.6414,,,,
Color,Joshua Seftel,79,107,0,91,Sergej Trifunovic,603,578527,Action,Bashar Rahal,"War, Inc.",20008,988,Ned Bellamy,USA,10000000,175,5.7,1.78,883,2008,686959.6673,,,,
Color,John Woo,160,150,610,478,Tony Chiu Wai Leung,755,626809,Action,Takeshi Kaneshiro,Red Cliff,36894,2172,Wei Zhao,China,553632000,643,7.4,2.35,0,2008,744291.1084,,,,
Color,Kelly Reichardt,189,80,129,26,Lucy,375,856942,Drama,John Robinson,Wendy and Lucy,12241,460,Will Oldham,USA,200000,44,7.1,1.85,0,2008,1017557.679,,,,
Color,Roger Spottiswoode,67,125,55,2,Guang Li,991,1027749,Drama,Radha Mitchell,The Children of Huang Shi,8087,1003,Matthew Walker,Australia,40000000,10,7.1,2.35,1000,2008,1220378.843,,,,
Color,Barry Levinson,137,104,272,17000,Robin Wright,22000,1089365,Comedy,Robert De Niro,What Just Happened,23767,71973,Kristen Stewart,USA,25000000,18000,5.7,2.35,845,2008,1293543.461,,,,
Color,Richard Linklater,160,107,0,240,Aidan McArdle,962,1186957,Drama,Zoe Kazan,Me and Orson Welles,9264,1591,James Tupper,UK,25000000,266,6.8,2.35,0,2008,1409427.02,,,,
Color,Jonathan Levine,147,99,129,362,Aaron Yoo,976,2077046,Comedy,Mary-Kate Olsen,The Wackness,27266,2748,Method Man,USA,6000000,617,7,2.35,0,2008,2466344.404,,,,
Color,Brad Anderson,150,111,122,25,Eduardo Noriega,918,2203641,Crime,Thomas Kretschmann,Transsiberian,42792,1252,Mac McDonald,Spain,15000000,278,6.7,2.35,0,2008,2616666.963,,,,
Color,Ari Folman,231,90,56,0,Ronny Dayag,56,2283276,Animation,Ari Folman,Waltz with Bashir,46107,56,Zahava Solomon,Israel,1500000,0,8,1.85,0,2008,2711227.862,,,,
Color,David Mamet,158,99,342,501,Randy Couture,1000,2344847,Drama,Alice Braga,Redbelt,18561,2158,Jose Pablo Cantillo,USA,7000000,518,6.8,2.35,0,2008,2784339.045,,,,
Color,Courtney Hunt,181,97,33,229,Michael O'Keefe,496,2508841,Crime,Charlie McDermott,Frozen River,21746,994,Misty Upham,USA,1000000,238,7.2,1.85,0,2008,2979070.257,,,,
